time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,8.655207241194459e-08,6.906669906170033e-07,10.001839697113684,0.0005743419298891439,6.282975878648873,0.0,1.1889118040193726e-05,5.52706406010031e-05,0.061321332862243075,0.02394096811531233,-0.011591550768838138,0.0,425.1869357433354,424.19294533612316,423.182745654884,425.2380982138494
0.12000000000000001,8.893422655593962e-06,2.3801411524294667e-05,10.011490160433134,0.001927516422816744,6.282031314640168,0.0,0.0003754079904543798,0.000877994032561619,0.26033558552149155,0.01962161846741532,-0.025704407213150364,0.0,469.0491676101473,467.9521542039214,466.21301779065317,465.87547681224163
0.18,6.249120632281481e-05,0.0001261002783487503,10.032626468436101,0.0028639017085598795,6.281755160801666,0.0,0.0014951357769945172,0.0026545395039215924,0.4441535788244812,0.0060389832737804796,0.02010979137328008,0.0,459.62966469495484,463.24569877734194,464.74193008486,463.6761724846878
0.23999999999999996,0.0001777958525707976,0.0003482353922254967,10.063093755887138,0.003081061998818413,6.51647190252902e-05,0.0,0.002203534376789864,0.004781058115383579,0.5713671404987157,-0.001722242556597339,0.033131780845687415,0.0,445.44684633646335,446.5103898138093,445.6964655260962,445.06172512112477
0.3,0.0003004964074302723,0.0007031029917658438,10.101858473749205,0.0031778015893051403,0.001759706628928548,0.0,0.001682583764987578,0.007048028356291409,0.720707220728737,0.0075634116262416045,0.016027197677963612,0.0,454.38216648477675,453.0092511071664,451.2195265293418,451.96839594463836
0.36000000000000004,0.0003599484530487309,0.001195658474275663,10.14881539394965,0.0035776779273488657,0.002817983301081739,0.0,0.00019255506084712862,0.00941531740665667,0.8444393770591037,0.0048034543315326,0.02067891729830924,0.0,443.802233094389,444.1837544339108,445.95380037692695,445.7282271442664
0.4200000000000001,0.00030749072768139826,0.0018373542334618484,10.202833981464785,0.0042793717043423385,0.004028053626337069,0.0,-0.002068010256604344,0.012028349516701483,0.956092436185549,0.022783663057595306,0.019125668090641344,0.0,440.7241083387112,440.5957057931234,441.24654646740004,442.7281111612364
0.48000000000000015,9.68408386323045e-05,0.0026515885555735033,10.262975189629431,0.005501164242448731,0.005023580992963517,0.0,-0.00506197051631088,0.015243513091861161,1.0485327750942,0.015020545455013037,0.010971205530023224,0.0,435.9239927569794,435.24206119212647,435.61484221124954,434.9652633726912
0.5400000000000001,-0.0003336383790177768,0.0037041477875575674,10.3325849622264,0.0062501451561791654,0.006534249663682878,0.0,-0.009427687368333257,0.019940383090864842,1.2715704084671302,0.006851977529315028,0.044320610536715585,0.0,474.02445742335334,476.5800918924194,475.90643816708854,475.2807368302881
0.6000000000000002,-0.0010658432876503902,0.005050756247488697,10.414936853133497,0.006201423526007943,0.009026871630301692,0.0,-0.015279765073496517,0.0249756176343646,1.4732522128529624,-0.024150653786035713,0.03531578702754992,0.0,470.7965359531158,470.100175639384,470.05580797904673,467.6473817061374
0.6600000000000003,-0.0021759315503481307,0.006671222434907021,10.50620467226162,0.00489089495601025,0.01089625301502295,0.0,-0.021925787026318786,0.028899643485071812,1.5688806071074906,-0.01758482835607766,0.021172196482385802,0.0,438.15622615381875,436.9792438662152,437.5114817864379,438.0577295670889
0.7200000000000003,-0.00378611098825929,0.008530133322311695,10.609155337150108,0.004256095996599818,0.012040130734614962,0.0,-0.031900241096952074,0.03295522538690526,1.862376432280198,0.0006567289549851991,0.01447615736911843,0.0,497.2262578144274,496.7354208905414,496.02423408752196,497.3620380000894
0.7800000000000004,-0.005968999218718204,0.010601646350552479,10.725241568480842,0.004651089556049648,0.01325785836721316,0.0,-0.04097518087904282,0.03611995643933821,2.006920367275478,0.016377208151435767,0.02994038052736427,0.0,453.78832806173,455.0278806499238,453.28797990524396,454.54937801040234
0.8400000000000004,-0.008768380791981447,0.01288994988235981,10.853086528658018,0.005415356539969274,0.014852633424245809,0.0,-0.05254251688930463,0.04026423243064915,2.2541209464553855,0.004229248851844534,0.01883039543462756,0.0,485.375846109655,484.54147995172576,485.6968465245839,484.78483826831985
0.9000000000000005,-0.012226076301782011,0.015416375752471638,10.990936988495578,0.005550392254006553,0.01567966080032246,0.0,-0.06281192163981848,0.043968742709268996,2.340718981302069,-0.002033907460193418,0.0010590008854076587,0.0,438.58571187537035,437.1071782190895,437.5984760209064,437.0767815687982
0.9600000000000005,-0.01636603502660688,0.018185461233120814,11.137357911235766,0.005713479977341507,0.015243497790629945,0.0,-0.07517073057169009,0.04833573473568449,2.539558283940789,0.010841380409385207,-0.034409796995304796,0.0,474.12764393555256,471.394879578967,471.38777307894554,472.3815941243259
1.0200000000000005,-0.02123071044575015,0.021224105535547655,11.295797049675409,0.006502455260779527,0.014199028528839364,0.0,-0.0868110261522196,0.05303434440329987,2.7412867536765515,0.01740672322317632,0.004182384295201768,0.0,472.1991532539697,475.1667677295193,474.13366749094956,474.6376611516034
1.0800000000000005,-0.026768991828078147,0.02456142053016828,11.465727387644947,0.007972973540847583,0.014682098478568939,0.0,-0.09783505350943685,0.05835305960353674,2.922610194615877,0.035870229667122104,0.014842024493480524,0.0,467.89777308195903,468.7267915971058,468.8721970906607,470.3044740470707
1.1400000000000006,-0.033021015227283776,0.02827707959314599,11.649062999131766,0.009820185261041559,0.016252081694013043,0.0,-0.11071890435669128,0.06575251721561355,3.1878707780589015,0.01794428358341893,0.04245777099850291,0.0,493.6823691687579,495.715873877021,494.2824591686606,492.9598340797819
